"Ano";"Localidade";"Índice de Desenvolvimento Humano Municipal (IDHM) ";"Produto Interno Bruto (PIB) per Capita (R$ 1,00)";"Crimes de Ameaça ";"Crimes de Estelionato ";"Crimes de Estupro ";"Crimes de Furto ";"Crimes de Lesão Corporal ";"Crimes de Roubo ";"Furtos de Veículos ";"Ocorrências Envolvendo Tráfico de Drogas ";"Ocorrências Envolvendo Uso/Consumo de Drogas ";"Perturbação do Sossego/Tranquilidade ";"Roubos de Veículos "
"2019";"Godoy Moreira";"";"17.558";"10";"2";"1";"9";"6";"-";"-";"2";"1";"3";"-"
"2019";"Goioerê";"";"30.665";"284";"129";"23";"290";"190";"46";"11";"33";"54";"55";"11"
"2019";"Goioxim";"";"24.873";"47";"1";"5";"33";"35";"1";"-";"-";"1";"4";"-"
"2019";"Grandes Rios";"";"20.892";"45";"5";"8";"35";"34";"5";"3";"2";"3";"16";"1"
"2019";"Guaíra";"";"29.146";"342";"75";"32";"382";"248";"142";"62";"129";"58";"68";"58"
"2019";"Guairaçá";"";"37.216";"73";"7";"4";"66";"31";"21";"1";"3";"6";"6";"6"
"2019";"Guamiranga";"";"26.814";"46";"3";"2";"50";"28";"4";"5";"-";"2";"12";"2"
"2019";"Guapirama";"";"27.348";"43";"4";"3";"32";"26";"13";"2";"2";"3";"29";"2"
"2019";"Guaporema";"";"29.368";"11";"2";"1";"25";"5";"-";"3";"1";"-";"2";"-"
"2019";"Guaraci";"";"23.083";"39";"8";"2";"48";"39";"7";"2";"1";"3";"5";"4"
"2019";"Guaraniaçu";"";"29.595";"173";"34";"17";"128";"93";"8";"8";"6";"8";"8";"2"
"2019";"Guarapuava";"";"33.643";"1.735";"396";"143";"1.771";"1.422";"419";"127";"289";"137";"386";"26"
"2019";"Guaraqueçaba";"";"13.831";"104";"11";"7";"110";"36";"5";"-";"4";"6";"41";"-"
"2019";"Guaratuba";"";"23.593";"649";"207";"34";"1.043";"456";"177";"39";"127";"180";"236";"8"
"2019";"Honório Serpa";"";"37.680";"38";"6";"3";"53";"16";"-";"2";"-";"1";"4";"-"
"2019";"Ibaiti";"";"22.216";"403";"73";"29";"474";"194";"36";"36";"96";"86";"232";"1"
"2019";"Ibema";"";"23.210";"69";"6";"8";"90";"63";"5";"5";"7";"3";"12";"1"
"2019";"Ibiporã";"";"50.722";"476";"144";"23";"534";"218";"164";"93";"69";"16";"61";"26"
"2019";"Icaraíma";"";"28.166";"124";"11";"3";"87";"83";"6";"4";"5";"3";"19";"2"
"2019";"Iguaraçu";"";"36.955";"36";"5";"1";"57";"29";"3";"-";"1";"2";"4";"1"
"2019";"Iguatu";"";"27.845";"18";"2";"3";"16";"14";"2";"1";"-";"-";"4";"2"
"2019";"Imbaú";"";"16.560";"61";"14";"6";"101";"65";"45";"8";"10";"13";"4";"10"
"2019";"Imbituva";"";"26.663";"333";"35";"28";"274";"138";"42";"16";"11";"12";"37";"6"
"2019";"Inácio Martins";"";"15.539";"48";"12";"7";"87";"41";"5";"6";"4";"6";"8";"-"
"2019";"Inajá";"";"18.705";"19";"3";"1";"22";"9";"2";"3";"6";"2";"1";"-"
"2019";"Indianópolis";"";"118.880";"41";"5";"1";"60";"33";"5";"3";"3";"2";"6";"3"
"2019";"Ipiranga";"";"30.820";"120";"39";"19";"66";"62";"9";"1";"1";"5";"53";"-"
"2019";"Iporã";"";"25.306";"124";"26";"15";"136";"108";"13";"7";"20";"2";"12";"5"
"2019";"Iracema do Oeste";"";"33.688";"14";"1";"2";"14";"12";"2";"1";"-";"-";"2";"-"
"2019";"Irati";"";"31.333";"731";"141";"23";"698";"460";"125";"12";"57";"45";"205";"3"
"2019";"Iretama";"";"26.997";"131";"13";"9";"158";"49";"9";"16";"1";"2";"19";"1"
"2019";"Itaguajé";"";"21.319";"63";"15";"1";"62";"32";"9";"5";"3";"-";"3";"4"
"2019";"Itaipulândia";"";"33.540";"102";"22";"7";"84";"67";"9";"3";"3";"6";"12";"1"
"2019";"Itambaracá";"";"23.987";"39";"11";"6";"50";"39";"5";"3";"4";"-";"14";"-"
"2019";"Itambé";"";"28.554";"45";"11";"6";"34";"34";"6";"-";"5";"1";"9";"-"
"2019";"Itapejara d'Oeste";"";"44.772";"134";"19";"7";"149";"100";"2";"16";"5";"8";"31";"-"
"2019";"Itaperuçu";"";"18.016";"209";"26";"15";"128";"151";"62";"12";"2";"2";"34";"4"
"2019";"Itaúna do Sul";"";"26.966";"27";"5";"-";"43";"23";"7";"3";"2";"1";"2";"1"
"2019";"Ivaí";"";"26.693";"108";"3";"4";"75";"80";"4";"2";"1";"3";"15";"-"
"2019";"Ivaiporã";"";"26.013";"427";"104";"28";"452";"268";"45";"38";"69";"71";"60";"2"
"2019";"Ivaté";"";"24.630";"25";"9";"2";"34";"20";"8";"3";"-";"3";"6";"6"
"2019";"Ivatuba";"";"34.707";"35";"2";"4";"26";"9";"4";"1";"1";"2";"3";"-"
"2019";"Jaboti";"";"20.685";"55";"17";"7";"47";"31";"2";"4";"-";"1";"48";"-"
"2019";"Jacarezinho";"";"32.421";"590";"217";"32";"789";"245";"78";"25";"132";"104";"275";"7"
"2019";"Jaguapitã";"";"59.364";"157";"35";"6";"173";"94";"41";"12";"32";"24";"21";"13"
"2019";"Jaguariaíva";"";"42.721";"400";"94";"27";"533";"270";"173";"32";"20";"15";"167";"6"
"2019";"Jandaia do Sul";"";"36.324";"238";"83";"8";"245";"132";"38";"18";"26";"44";"62";"3"
"2019";"Janiópolis";"";"29.634";"41";"14";"4";"87";"39";"6";"3";"5";"5";"10";"5"
"2019";"Japira";"";"21.072";"39";"14";"7";"57";"34";"2";"1";"5";"9";"52";"-"
"2019";"Japurá";"";"24.992";"64";"15";"4";"52";"44";"1";"5";"1";"1";"10";"-"
"2019";"Jardim Alegre";"";"23.910";"94";"34";"9";"139";"55";"16";"10";"19";"27";"24";"1"
"2019";"Jardim Olinda";"";"29.960";"11";"-";"2";"16";"9";"-";"2";"-";"-";"1";"-"
"2019";"Jataizinho";"";"17.945";"62";"11";"4";"134";"82";"27";"7";"37";"1";"16";"5"
"2019";"Jesuítas";"";"37.910";"51";"16";"4";"65";"36";"-";"6";"1";"3";"17";"-"
"2019";"Joaquim Távora";"";"48.719";"181";"30";"8";"178";"82";"13";"19";"11";"20";"108";"3"
"2019";"Jundiaí do Sul";"";"24.449";"30";"3";"2";"38";"11";"9";"4";"4";"6";"3";"1"
"2019";"Juranda";"";"42.706";"104";"6";"3";"60";"65";"9";"4";"2";"3";"11";"6"
"2019";"Jussara";"";"31.985";"54";"6";"5";"49";"42";"3";"1";"8";"4";"6";"3"
"2019";"Kaloré";"";"27.520";"47";"5";"2";"21";"36";"6";"3";"10";"6";"11";"1"
"2019";"Lapa";"";"37.456";"403";"133";"22";"474";"232";"105";"36";"88";"133";"100";"8"
"2019";"Laranjal";"";"14.435";"49";"3";"1";"80";"39";"3";"2";"1";"4";"2";"-"
"2019";"Laranjeiras do Sul";"";"24.619";"454";"66";"27";"354";"264";"45";"21";"37";"36";"84";"3"
"2019";"Leópolis";"";"34.914";"36";"8";"-";"38";"21";"4";"1";"-";"-";"12";"2"
"2019";"Lidianópolis";"";"25.404";"28";"4";"2";"11";"23";"2";"-";"1";"1";"7";"-"
"2019";"Lindoeste";"";"35.735";"43";"8";"2";"55";"31";"7";"3";"11";"11";"4";"-"
"2019";"Loanda";"";"25.721";"205";"36";"11";"290";"146";"49";"30";"26";"41";"39";"4"
"2019";"Lobato";"";"38.496";"35";"7";"4";"42";"34";"2";"-";"7";"2";"6";"-"
"2019";"Londrina";"";"37.898";"5.375";"2.884";"290";"9.024";"2.703";"3.026";"1.538";"767";"513";"1.158";"400"
"2019";"Luiziana";"";"43.264";"77";"9";"4";"98";"42";"11";"3";"1";"5";"11";"2"
"2019";"Lunardelli";"";"18.804";"43";"5";"2";"49";"28";"5";"6";"2";"6";"11";"2"
"2019";"Lupionópolis";"";"19.952";"25";"5";"2";"37";"25";"6";"1";"8";"5";"3";"2"
"2019";"Mallet";"";"50.667";"151";"42";"11";"89";"127";"8";"5";"11";"13";"58";"4"
"2019";"Mamborê";"";"42.777";"146";"14";"13";"83";"74";"5";"7";"7";"13";"19";"1"
"2019";"Mandaguaçu";"";"27.273";"121";"75";"11";"287";"117";"50";"28";"24";"4";"14";"15"
"2019";"Mandaguari";"";"43.453";"312";"110";"17";"678";"211";"82";"34";"73";"33";"44";"10"
"2019";"Mandirituba";"";"22.697";"201";"63";"12";"266";"110";"52";"17";"7";"5";"30";"6"
"2019";"Manfrinópolis";"";"21.621";"31";"5";"1";"20";"15";"1";"2";"3";"1";"6";"-"
"2019";"Mangueirinha";"";"87.374";"235";"679";"17";"301";"146";"43";"16";"4";"16";"46";"7"
"2019";"Manoel Ribas";"";"27.482";"112";"31";"11";"117";"63";"5";"6";"12";"16";"24";"-"
"2019";"Marechal Cândido Rondon";"";"44.317";"478";"111";"31";"640";"353";"63";"63";"38";"64";"105";"19"
"2019";"Maria Helena";"";"17.627";"32";"10";"3";"26";"24";"2";"1";"6";"6";"3";"-"
"2019";"Marialva";"";"42.134";"369";"169";"19";"378";"212";"49";"40";"30";"18";"73";"9"
"2019";"Marilândia do Sul";"";"36.479";"79";"11";"4";"82";"55";"13";"5";"5";"11";"6";"6"
"2019";"Marilena";"";"21.320";"92";"7";"5";"96";"57";"13";"6";"8";"6";"24";"3"
"2019";"Mariluz";"";"20.273";"75";"8";"2";"90";"64";"13";"2";"3";"7";"4";"3"
"2019";"Maringá";"";"45.581";"3.227";"2.300";"201";"6.374";"2.111";"1.225";"601";"565";"347";"653";"117"
"2019";"Mariópolis";"";"44.025";"92";"8";"4";"75";"55";"3";"9";"6";"5";"22";"2"
"2019";"Maripá";"";"60.984";"27";"8";"2";"41";"30";"10";"-";"3";"3";"4";"7"
"2019";"Marmeleiro";"";"29.567";"238";"49";"16";"97";"114";"6";"5";"16";"14";"55";"1"
"2019";"Marquinho";"";"18.814";"30";"7";"2";"26";"9";"2";"1";"-";"1";"2";"1"
"2019";"Marumbi";"";"17.281";"62";"6";"3";"55";"38";"3";"2";"3";"9";"6";"1"
"2019";"Matelândia";"";"47.077";"159";"54";"12";"174";"112";"23";"22";"38";"53";"71";"6"
"2019";"Matinhos";"";"22.859";"835";"191";"50";"1.008";"435";"193";"37";"97";"496";"243";"8"
"2019";"Mato Rico";"";"21.933";"6";"7";"2";"13";"7";"-";"-";"-";"-";"-";"-"
"2019";"Mauá da Serra";"";"29.140";"90";"10";"4";"145";"73";"34";"18";"20";"17";"11";"20"
"2019";"Medianeira";"";"42.285";"553";"167";"44";"681";"381";"153";"57";"46";"113";"137";"23"
"2019";"Mercedes";"";"35.572";"41";"7";"1";"28";"24";"2";"6";"3";"-";"12";"2"
"2019";"Mirador";"";"45.771";"26";"2";"2";"50";"10";"1";"1";"2";"3";"3";"-"
"2019";"Miraselva";"";"22.513";"18";"1";"1";"22";"6";"-";"-";"-";"-";"-";"-"
"2019";"Missal";"";"34.097";"99";"14";"5";"152";"45";"22";"8";"10";"11";"15";"11"
"2019";"Moreira Sales";"";"24.673";"66";"13";"10";"114";"66";"13";"6";"5";"9";"9";"5"
"2019";"Morretes";"";"21.415";"274";"58";"21";"388";"159";"31";"14";"29";"71";"136";"4"
"2019";"Munhoz de Melo";"";"24.428";"30";"5";"2";"44";"15";"3";"5";"1";"1";"-";"1"
"2019";"Nossa Senhora das Graças";"";"18.562";"36";"4";"2";"44";"26";"6";"1";"6";"8";"4";"4"
"2019";"Nova Aliança do Ivaí";"";"26.687";"12";"1";"2";"21";"4";"1";"-";"-";"-";"2";"-"
"2019";"Nova América da Colina";"";"22.001";"33";"7";"3";"21";"21";"-";"-";"2";"4";"8";"-"
"2019";"Nova Aurora";"";"52.995";"90";"16";"7";"79";"76";"1";"12";"4";"5";"10";"-"
"2019";"Nova Cantu";"";"37.449";"49";"8";"9";"30";"21";"1";"1";"-";"1";"6";"-"
"2019";"Nova Esperança";"";"26.296";"203";"84";"14";"367";"176";"130";"42";"25";"10";"42";"21"
"2019";"Nova Esperança do Sudoeste";"";"22.373";"46";"17";"3";"47";"36";"1";"6";"1";"3";"14";"-"
"2019";"Nova Fátima";"";"26.484";"49";"3";"2";"60";"32";"6";"5";"6";"8";"25";"2"
"2019";"Nova Laranjeiras";"";"19.111";"39";"2";"4";"71";"29";"11";"3";"-";"1";"7";"3"
"2019";"Nova Londrina";"";"26.104";"153";"39";"3";"161";"68";"35";"9";"14";"10";"49";"5"
"2019";"Nova Olímpia";"";"15.804";"57";"11";"2";"88";"39";"6";"3";"1";"6";"11";"2"
"2019";"Nova Prata do Iguaçu";"";"30.297";"129";"14";"10";"74";"67";"1";"7";"9";"9";"24";"2"
"2019";"Nova Santa Bárbara";"";"19.121";"43";"7";"2";"27";"17";"-";"2";"3";"5";"8";"-"
"2019";"Nova Santa Rosa";"";"41.077";"50";"21";"1";"51";"46";"4";"2";"5";"4";"14";"2"
"2019";"Nova Tebas";"";"23.211";"55";"5";"2";"97";"38";"2";"5";"2";"1";"13";"1"
"2019";"Novo Itacolomi";"";"23.977";"34";"6";"-";"16";"14";"1";"3";"-";"2";"17";"-"
"2019";"Ortigueira";"";"131.014";"117";"38";"15";"270";"109";"113";"21";"12";"17";"6";"63"
"2019";"Ourizona";"";"28.893";"22";"5";"2";"28";"10";"3";"2";"1";"2";"5";"4"
"2019";"Ouro Verde do Oeste";"";"29.986";"37";"6";"1";"33";"30";"1";"2";"16";"1";"11";"-"
"2019";"Paiçandu";"";"20.046";"338";"78";"16";"460";"208";"116";"35";"65";"7";"43";"10"
"2019";"Palmas";"";"22.852";"615";"106";"64";"859";"460";"128";"88";"36";"68";"233";"10"
"2019";"Palmeira";"";"39.698";"393";"80";"34";"426";"222";"66";"12";"20";"62";"88";"20"
"2019";"Palmital";"";"19.199";"227";"24";"14";"149";"86";"33";"13";"4";"10";"12";"-"
"2019";"Palotina";"";"67.257";"326";"135";"39";"374";"139";"51";"16";"32";"51";"59";"8"
"2019";"Paraíso do Norte";"";"23.328";"93";"27";"6";"99";"64";"34";"10";"5";"10";"28";"6"
"2019";"Paranacity";"";"29.007";"103";"19";"12";"102";"63";"7";"9";"10";"12";"14";"2"
"2019";"Paranaguá";"";"62.840";"1.892";"442";"78";"2.524";"1.304";"1.173";"161";"178";"249";"465";"23"
"2019";"Paranapoema";"";"19.107";"20";"3";"2";"16";"6";"2";"1";"-";"1";"1";"3"
"2019";"Paranavaí";"";"30.410";"1.125";"360";"54";"1.623";"658";"195";"99";"119";"225";"290";"15"
"2019";"Pato Bragado";"";"30.414";"38";"8";"2";"44";"39";"4";"4";"7";"1";"13";"2"
"2019";"Pato Branco";"";"48.322";"1.288";"260";"62";"1.128";"718";"115";"147";"145";"121";"304";"5"
"2019";"Paula Freitas";"";"47.686";"51";"11";"3";"44";"22";"8";"1";"1";"3";"11";"4"
"2019";"Paulo Frontin";"";"43.580";"72";"26";"1";"52";"41";"6";"1";"1";"1";"17";"1"
"2019";"Peabiru";"";"22.537";"149";"19";"12";"248";"110";"18";"13";"16";"7";"27";"2"
"2019";"Perobal";"";"29.871";"53";"9";"4";"55";"17";"9";"2";"2";"-";"5";"3"
"2019";"Pérola";"";"40.836";"75";"18";"10";"106";"70";"8";"12";"16";"17";"15";"1"
"2019";"Pérola d'Oeste";"";"24.584";"54";"7";"4";"51";"29";"2";"6";"1";"6";"10";"1"
"2019";"Piên";"";"65.845";"63";"18";"2";"50";"34";"12";"3";"2";"1";"9";"2"
"2019";"Pinhais";"";"48.889";"1.595";"738";"77";"2.131";"677";"1.179";"214";"76";"109";"428";"127"
"2019";"Pinhal de São Bento";"";"20.113";"35";"4";"1";"25";"13";"-";"-";"1";"1";"4";"-"
"2019";"Pinhalão";"";"24.295";"121";"18";"9";"114";"61";"5";"12";"11";"13";"57";"-"
"2019";"Pinhão";"";"48.564";"303";"32";"34";"404";"205";"67";"17";"18";"10";"52";"5"
"2019";"Piraí do Sul";"";"31.872";"320";"66";"15";"323";"140";"72";"15";"16";"28";"109";"13"
"2019";"Piraquara";"";"12.365";"1.417";"256";"98";"907";"957";"485";"70";"306";"151";"586";"48"
"2019";"Pitanga";"";"28.564";"376";"65";"23";"427";"165";"31";"14";"28";"44";"43";"6"
"2019";"Pitangueiras";"";"28.153";"29";"2";"1";"19";"17";"1";"-";"2";"3";"2";"-"
"2019";"Planaltina do Paraná";"";"24.184";"48";"7";"1";"32";"39";"6";"3";"4";"3";"5";"1"
"2019";"Planalto";"";"23.782";"126";"15";"3";"87";"61";"2";"18";"10";"9";"21";"-"
"2019";"Ponta Grossa";"";"44.364";"3.335";"1.544";"232";"4.557";"2.895";"1.928";"309";"314";"221";"1.726";"71"
"2019";"Pontal do Paraná";"";"32.751";"557";"145";"27";"1.180";"386";"110";"42";"76";"231";"336";"7"
"2019";"Porecatu";"";"46.827";"89";"26";"7";"193";"52";"25";"9";"23";"10";"16";"7"
"2019";"Porto Amazonas";"";"23.456";"35";"5";"-";"44";"31";"3";"-";"1";"12";"12";"-"
"2019";"Porto Barreiro";"";"33.468";"12";"2";"1";"20";"3";"-";"1";"-";"1";"2";"-"
"2019";"Porto Rico";"";"29.465";"48";"7";"2";"89";"26";"3";"6";"9";"15";"12";"-"
"2019";"Porto Vitória";"";"16.828";"47";"3";"2";"47";"31";"3";"1";"1";"1";"6";"-"
"2019";"Prado Ferreira";"";"31.690";"46";"4";"2";"30";"26";"4";"-";"3";"3";"2";"-"
"2019";"Pranchita";"";"39.673";"28";"5";"3";"62";"38";"-";"8";"5";"5";"4";"-"
"2019";"Presidente Castelo Branco";"";"28.529";"38";"9";"2";"36";"25";"25";"1";"3";"3";"6";"9"
"2019";"Primeiro de Maio";"";"26.543";"111";"23";"7";"87";"52";"12";"4";"12";"12";"19";"2"
"2019";"Prudentópolis";"";"24.237";"446";"70";"18";"516";"198";"93";"22";"27";"41";"48";"9"
"2019";"Quarto Centenário";"";"48.435";"42";"3";"2";"25";"29";"7";"-";"1";"1";"14";"1"
"2019";"Quatiguá";"";"26.103";"67";"13";"4";"37";"41";"7";"4";"2";"4";"22";"-"
"2019";"Quatro Barras";"";"67.048";"257";"91";"29";"268";"171";"105";"28";"7";"28";"62";"11"
"2019";"Quatro Pontes";"";"42.783";"25";"10";"-";"32";"15";"1";"4";"4";"1";"6";"1"
"2019";"Quedas do Iguaçu";"";"38.000";"325";"51";"21";"290";"178";"31";"44";"27";"28";"52";"3"
"2019";"Querência do Norte";"";"18.021";"93";"9";"5";"76";"66";"23";"3";"12";"11";"18";"3"
"2019";"Quinta do Sol";"";"35.708";"40";"9";"5";"41";"31";"4";"6";"1";"5";"2";"-"
"2019";"Quitandinha";"";"21.365";"112";"20";"9";"150";"43";"23";"4";"4";"-";"8";"1"
"2019";"Ramilândia";"";"18.433";"39";"10";"2";"49";"39";"6";"2";"4";"4";"1";"1"
"2019";"Rancho Alegre";"";"31.643";"26";"8";"-";"34";"22";"1";"2";"1";"5";"8";"-"
"2019";"Rancho Alegre D'Oeste";"";"50.123";"20";"1";"-";"31";"22";"2";"1";"-";"-";"6";"-"
"2019";"Realeza";"";"36.468";"242";"62";"7";"228";"161";"12";"29";"50";"34";"70";"5"
"2019";"Rebouças";"";"25.727";"115";"27";"10";"158";"104";"10";"4";"16";"23";"22";"1"
"2019";"Renascença";"";"37.952";"73";"17";"4";"32";"42";"2";"3";"4";"1";"13";"-"
"2019";"Reserva";"";"22.573";"131";"22";"26";"133";"98";"50";"17";"28";"18";"20";"10"
"2019";"Reserva do Iguaçu";"";"20.831";"91";"8";"3";"88";"45";"4";"2";"-";"2";"9";"-"
"2019";"Ribeirão Claro";"";"39.223";"87";"11";"5";"108";"46";"7";"11";"12";"12";"45";"1"
"2019";"Ribeirão do Pinhal";"";"18.065";"217";"21";"8";"256";"121";"51";"14";"37";"39";"52";"6"
"2019";"Rio Azul";"";"41.218";"84";"15";"-";"77";"77";"8";"2";"1";"2";"11";"2"
"2019";"Rio Bom";"";"21.262";"40";"5";"2";"43";"21";"1";"2";"2";"3";"7";"1"
"2019";"Rio Bonito do Iguaçu";"";"23.270";"104";"16";"9";"83";"50";"5";"11";"-";"6";"4";"4"
"2019";"Rio Branco do Ivaí";"";"19.421";"31";"3";"7";"30";"21";"-";"1";"-";"2";"6";"-"
"2019";"Rio Branco do Sul";"";"37.947";"391";"50";"45";"228";"251";"118";"31";"5";"12";"87";"4"
"2019";"Rio Negro";"";"36.342";"323";"59";"14";"448";"155";"91";"13";"11";"32";"49";"14"
"2019";"Rolândia";"";"41.833";"559";"207";"25";"1.430";"363";"235";"153";"144";"67";"112";"28"
"2019";"Roncador";"";"39.257";"86";"18";"4";"99";"49";"7";"13";"8";"6";"4";"1"
"2019";"Rondon";"";"34.217";"77";"16";"7";"106";"74";"14";"11";"3";"4";"12";"2"
"2019";"Rosário do Ivaí";"";"19.003";"39";"6";"3";"24";"19";"11";"1";"2";"1";"2";"4"
"2019";"Sabáudia";"";"75.101";"49";"18";"4";"107";"41";"10";"7";"7";"3";"3";"4"
"2019";"Salgado Filho";"";"26.372";"55";"9";"3";"36";"20";"2";"7";"1";"2";"15";"-"
"2019";"Salto do Itararé";"";"15.574";"69";"3";"1";"21";"46";"4";"-";"3";"-";"46";"-"
"2019";"Salto do Lontra";"";"25.303";"239";"22";"12";"135";"107";"6";"12";"6";"15";"57";"-"
"2019";"Santa Amélia";"";"22.863";"16";"6";"-";"27";"17";"2";"1";"-";"1";"8";"-"
"2019";"Santa Cecília do Pavão";"";"33.874";"36";"10";"3";"29";"21";"3";"5";"3";"3";"8";"-"
"2019";"Santa Cruz de Monte Castelo";"";"35.237";"131";"14";"3";"112";"62";"6";"8";"7";"3";"34";"2"
"2019";"Santa Fé";"";"22.826";"148";"36";"5";"147";"77";"28";"7";"19";"36";"12";"7"
"2019";"Santa Helena";"";"36.927";"366";"76";"19";"256";"171";"19";"24";"20";"16";"38";"4"
"2019";"Santa Inês";"";"27.475";"7";"1";"-";"18";"6";"1";"1";"-";"-";"2";"-"
"2019";"Santa Isabel do Ivaí";"";"22.090";"111";"20";"4";"113";"70";"17";"9";"7";"14";"21";"2"
"2019";"Santa Izabel do Oeste";"";"23.138";"223";"24";"10";"177";"136";"7";"13";"3";"19";"38";"1"
"2019";"Santa Lúcia";"";"30.452";"44";"3";"1";"27";"14";"-";"2";"2";"4";"5";"-"
"2019";"Santa Maria do Oeste";"";"16.937";"79";"7";"8";"58";"68";"4";"5";"1";"2";"6";"-"
"2019";"Santa Mariana";"";"31.134";"156";"39";"4";"154";"88";"13";"8";"7";"14";"34";"1"
"2019";"Santa Mônica";"";"21.220";"26";"4";"2";"63";"25";"6";"3";"1";"-";"2";"3"
"2019";"Santa Tereza do Oeste";"";"37.598";"120";"17";"8";"177";"63";"19";"12";"21";"33";"12";"5"
"2019";"Santa Terezinha de Itaipu";"";"24.847";"269";"71";"1";"204";"184";"55";"12";"88";"27";"105";"10"
"2019";"Santana do Itararé";"";"19.784";"43";"2";"4";"27";"20";"1";"1";"2";"2";"12";"-"
"2019";"Santo Antônio da Platina";"";"27.060";"496";"112";"25";"644";"213";"137";"69";"95";"127";"298";"36"
"2019";"Santo Antônio do Caiuá";"";"19.315";"29";"7";"-";"24";"11";"1";"2";"-";"-";"6";"-"
"2019";"Santo Antônio do Paraíso";"";"32.927";"27";"3";"2";"32";"17";"1";"6";"1";"4";"6";"-"
"2019";"Santo Antônio do Sudoeste";"";"24.885";"272";"37";"7";"380";"149";"17";"46";"20";"28";"37";"2"
"2019";"Santo Inácio";"";"62.224";"38";"6";"2";"58";"20";"11";"2";"10";"3";"4";"6"
"2019";"São Carlos do Ivaí";"";"46.156";"61";"8";"4";"56";"29";"5";"8";"5";"4";"15";"1"
"2019";"São Jerônimo da Serra";"";"19.031";"80";"12";"2";"76";"37";"12";"2";"11";"7";"20";"1"
"2019";"São João";"";"68.478";"199";"23";"8";"110";"51";"6";"10";"4";"12";"28";"1"
"2019";"São João do Caiuá";"";"22.737";"77";"10";"3";"78";"49";"4";"-";"1";"1";"4";"-"
"2019";"São João do Ivaí";"";"25.647";"74";"10";"7";"84";"52";"13";"11";"12";"11";"8";"2"
"2019";"São João do Triunfo";"";"33.828";"101";"13";"16";"47";"51";"6";"3";"1";"6";"33";"1"
"2019";"São Jorge do Ivaí";"";"46.897";"15";"8";"1";"27";"15";"-";"1";"2";"-";"-";"-"
"2019";"São Jorge do Patrocínio";"";"22.105";"45";"6";"-";"36";"38";"5";"3";"-";"1";"9";"1"
"2019";"São Jorge d'Oeste";"";"31.702";"132";"16";"7";"88";"51";"4";"7";"-";"3";"24";"-"
"2019";"São José da Boa Vista";"";"23.561";"38";"8";"4";"51";"29";"4";"3";"1";"4";"17";"-"
"2019";"São José das Palmeiras";"";"20.935";"31";"6";"1";"33";"21";"3";"7";"2";"2";"1";"1"
"2019";"São José dos Pinhais";"";"92.654";"3.237";"1.527";"95";"3.225";"1.469";"2.226";"358";"269";"282";"697";"341"
"2019";"São Manoel do Paraná";"";"25.309";"6";"5";"-";"7";"2";"-";"-";"-";"-";"3";"-"
"2019";"São Mateus do Sul";"";"27.739";"468";"108";"20";"418";"219";"44";"20";"62";"77";"107";"3"
"2019";"São Miguel do Iguaçu";"";"39.865";"289";"64";"30";"443";"187";"131";"35";"50";"32";"61";"36"
"2019";"São Pedro do Iguaçu";"";"31.203";"42";"3";"3";"50";"33";"3";"5";"2";"2";"6";"1"
"2019";"São Pedro do Ivaí";"";"27.874";"112";"16";"8";"89";"38";"3";"4";"6";"2";"32";"-"
"2019";"São Pedro do Paraná";"";"28.627";"28";"-";"1";"32";"15";"-";"6";"3";"2";"3";"-"
"2019";"São Sebastião da Amoreira";"";"24.932";"73";"24";"6";"59";"39";"10";"3";"22";"19";"15";"2"
"2019";"São Tomé";"";"29.310";"37";"6";"5";"58";"40";"7";"4";"6";"6";"10";"-"
"2019";"Sapopema";"";"15.982";"50";"6";"13";"64";"44";"10";"11";"5";"1";"15";"4"
"2019";"Sarandi";"";"17.876";"814";"262";"62";"1.155";"571";"224";"74";"115";"35";"130";"14"
"2019";"Saudade do Iguaçu";"";"161.559";"89";"10";"3";"43";"53";"2";"-";"2";"5";"25";"-"
"2019";"Sengés";"";"23.134";"109";"29";"11";"127";"56";"16";"4";"29";"14";"49";"1"
"2019";"Serranópolis do Iguaçu";"";"46.886";"37";"7";"-";"43";"22";"4";"2";"-";"1";"5";"-"
"2019";"Sertaneja";"";"54.172";"64";"20";"12";"70";"22";"5";"1";"4";"12";"19";"1"
"2019";"Sertanópolis";"";"42.787";"179";"45";"9";"181";"90";"49";"20";"24";"8";"27";"21"
"2019";"Siqueira Campos";"";"26.449";"320";"40";"12";"197";"128";"14";"19";"26";"60";"193";"-"
"2019";"Sulina";"";"33.398";"31";"4";"2";"19";"23";"2";"-";"-";"-";"11";"1"
"2019";"Tamarana";"";"20.239";"66";"15";"9";"109";"54";"47";"10";"5";"5";"7";"12"
"2019";"Tamboara";"";"23.523";"73";"5";"2";"59";"28";"8";"-";"1";"6";"17";"2"
"2019";"Tapejara";"";"32.365";"99";"21";"3";"167";"95";"52";"18";"23";"21";"14";"14"
"2019";"Tapira";"";"23.630";"39";"10";"11";"59";"38";"7";"7";"3";"-";"3";"1"
"2019";"Teixeira Soares";"";"30.453";"120";"23";"13";"69";"63";"11";"4";"2";"8";"22";"2"
"2019";"Telêmaco Borba";"";"45.295";"604";"109";"49";"1.039";"400";"489";"82";"60";"210";"89";"34"
"2019";"Terra Boa";"";"27.314";"159";"64";"16";"138";"72";"19";"11";"16";"16";"35";"1"
"2019";"Terra Rica";"";"22.036";"158";"11";"4";"309";"70";"16";"26";"8";"7";"39";"5"
