Ano,Localidade,Crimes de Ameaça ,Crimes de Estelionato ,Crimes de Estupro ,Crimes de Furto ,Crimes de Lesão Corporal ,Crimes de Roubo ,Furtos de Veículos ,Ocorrências Envolvendo Tráfico de Drogas ,Ocorrências Envolvendo Uso/Consumo de Drogas ,Perturbação do Sossego/Tranquilidade 
2018.0,São Jerônimo da Serra,79.0,10.0,8.0,72.0,40.0,17.0,5.0,8.0,7.0,16.0
2019.0,São Jerônimo da Serra,80.0,12.0,2.0,76.0,37.0,12.0,2.0,11.0,7.0,20.0
2020.0,São Jerônimo da Serra,64.0,26.0,3.0,91.0,43.0,4.0,9.0,14.0,3.0,21.0
2021.0,São Jerônimo da Serra,62.0,27.0,4.0,110.0,33.0,7.0,11.0,7.0,5.0,14.0
2022.0,São Jerônimo da Serra,62.0,55.0,4.0,67.0,48.0,6.0,7.0,6.0,5.0,10.0
2023.0,São Jerônimo da Serra,84.0,42.0,9.0,89.0,46.0,3.0,3.0,4.0,9.0,17.0
2018.0,São Jorge d'Oeste,129.0,11.0,5.0,131.0,49.0,10.0,16.0,4.0,3.0,27.0
2019.0,São Jorge d'Oeste,132.0,16.0,7.0,88.0,51.0,4.0,7.0,4.0,3.0,24.0
2020.0,São Jorge d'Oeste,117.0,19.0,14.0,64.0,47.0,6.0,5.0,4.0,10.0,27.0
2021.0,São Jorge d'Oeste,102.0,37.0,4.0,94.0,68.0,3.0,4.0,3.0,8.0,19.0
2022.0,São Jorge d'Oeste,89.0,49.0,8.0,80.0,62.0,2.0,5.0,4.0,6.0,15.0
2023.0,São Jorge d'Oeste,117.0,49.0,5.0,84.0,77.0,3.0,2.0,6.0,11.0,15.0
2018.0,São Jorge do Ivaí,24.0,9.0,1.0,35.0,16.0,6.0,2.0,1.0,1.0,7.0
2019.0,São Jorge do Ivaí,15.0,8.0,1.0,27.0,15.0,3.0,1.0,2.0,1.0,7.0
2020.0,São Jorge do Ivaí,28.0,9.0,1.0,63.0,20.0,3.0,2.0,1.0,1.0,20.0
2021.0,São Jorge do Ivaí,32.0,29.0,1.0,46.0,14.0,5.0,2.0,2.0,1.0,8.0
2022.0,São Jorge do Ivaí,17.0,23.0,1.0,48.0,14.0,3.0,1.0,1.0,1.0,3.0
2023.0,São Jorge do Ivaí,47.0,33.0,3.0,37.0,21.0,1.0,4.0,1.0,1.0,4.0
2018.0,São Jorge do Patrocínio,49.0,4.0,1.0,32.0,24.0,5.0,1.0,5.0,7.0,10.0
2019.0,São Jorge do Patrocínio,45.0,6.0,1.0,36.0,38.0,5.0,3.0,2.0,1.0,9.0
2020.0,São Jorge do Patrocínio,25.0,22.0,1.0,27.0,25.0,1.0,2.0,2.0,2.0,7.0
2021.0,São Jorge do Patrocínio,39.0,28.0,2.0,44.0,39.0,2.0,4.0,2.0,4.0,11.0
2022.0,São Jorge do Patrocínio,22.0,30.0,1.0,45.0,30.0,6.0,2.0,2.0,4.0,9.0
2023.0,São Jorge do Patrocínio,42.0,27.0,1.0,30.0,32.0,4.0,2.0,2.0,10.0,4.0
2018.0,São José da Boa Vista,50.0,9.0,2.0,56.0,36.0,3.0,4.0,2.0,1.0,22.0
2019.0,São José da Boa Vista,38.0,8.0,4.0,51.0,29.0,4.0,3.0,1.0,4.0,17.0
2020.0,São José da Boa Vista,33.0,10.0,3.0,40.0,33.0,2.0,2.0,1.0,2.0,17.0
2021.0,São José da Boa Vista,40.0,10.0,3.0,53.0,26.0,4.0,3.0,2.0,4.0,15.0
2022.0,São José da Boa Vista,36.0,14.0,3.0,48.0,20.0,5.0,4.0,1.0,2.0,15.0
2023.0,São José da Boa Vista,29.0,24.0,4.0,36.0,19.0,1.0,2.0,3.0,1.0,8.0
2018.0,São José das Palmeiras,24.0,4.0,1.0,41.0,31.0,3.0,5.0,5.0,2.0,5.0
2019.0,São José das Palmeiras,31.0,6.0,1.0,33.0,21.0,3.0,7.0,2.0,2.0,1.0
2020.0,São José das Palmeiras,35.0,11.0,2.0,30.0,23.0,3.0,2.0,5.0,2.0,4.0
2021.0,São José das Palmeiras,33.0,13.0,3.0,31.0,24.0,3.0,1.0,5.0,2.0,11.0
2022.0,São José das Palmeiras,40.0,19.0,1.0,60.0,28.0,2.0,1.0,2.0,2.0,4.0
2023.0,São José das Palmeiras,34.0,19.0,1.0,27.0,25.0,3.0,3.0,7.0,1.0,7.0
2018.0,São José dos Pinhais,3.047,984.0,155.0,4.324,1.558,2.77,514.0,206.0,320.0,443.0
2019.0,São José dos Pinhais,3.237,1.527,95.0,3.225,1.469,2.226,358.0,269.0,282.0,697.0
2020.0,São José dos Pinhais,2.369,2.193,104.0,3.857,1.23,1.193,288.0,230.0,167.0,434.0
2021.0,São José dos Pinhais,2.316,4.373,138.0,4.288,1.275,1.012,254.0,218.0,176.0,264.0
2022.0,São José dos Pinhais,2.599,5.289,147.0,4.675,1.308,811.0,333.0,200.0,139.0,1.112
2023.0,São José dos Pinhais,2.938,5.007,171.0,4.204,1.674,785.0,314.0,308.0,241.0,998.0
2018.0,São João,182.0,18.0,5.0,77.0,66.0,5.0,10.0,3.0,3.0,38.0
2019.0,São João,199.0,23.0,8.0,110.0,51.0,6.0,10.0,4.0,12.0,28.0
2020.0,São João,147.0,15.0,12.0,75.0,51.0,2.0,4.0,5.0,13.0,23.0
2021.0,São João,140.0,48.0,6.0,79.0,70.0,4.0,4.0,10.0,18.0,42.0
2022.0,São João,152.0,60.0,8.0,132.0,85.0,5.0,3.0,5.0,11.0,18.0
2023.0,São João,151.0,79.0,8.0,106.0,89.0,3.0,14.0,6.0,16.0,16.0
2018.0,São João do Caiuá,61.0,9.0,1.0,73.0,34.0,5.0,10.0,2.0,1.0,12.0
2019.0,São João do Caiuá,77.0,10.0,3.0,78.0,49.0,4.0,4.0,1.0,1.0,4.0
2020.0,São João do Caiuá,58.0,16.0,3.0,74.0,26.0,6.0,5.0,1.0,1.0,8.0
2021.0,São João do Caiuá,59.0,21.0,2.0,74.0,22.0,5.0,3.0,4.0,1.0,10.0
2022.0,São João do Caiuá,58.0,40.0,5.0,78.0,42.0,6.0,4.0,3.0,1.0,13.0
2023.0,São João do Caiuá,66.0,34.0,4.0,58.0,44.0,1.0,1.0,2.0,1.0,18.0
2018.0,São João do Ivaí,101.0,11.0,6.0,95.0,56.0,26.0,4.0,11.0,9.0,8.0
2019.0,São João do Ivaí,74.0,10.0,7.0,84.0,52.0,13.0,11.0,12.0,11.0,8.0
2020.0,São João do Ivaí,124.0,28.0,7.0,104.0,68.0,13.0,5.0,9.0,14.0,11.0
2021.0,São João do Ivaí,102.0,41.0,3.0,160.0,82.0,9.0,4.0,19.0,23.0,16.0
2022.0,São João do Ivaí,107.0,81.0,7.0,126.0,71.0,8.0,6.0,20.0,18.0,22.0
2023.0,São João do Ivaí,78.0,59.0,7.0,77.0,55.0,7.0,7.0,21.0,29.0,19.0
2018.0,São João do Triunfo,116.0,13.0,14.0,73.0,62.0,3.0,6.0,1.0,4.0,24.0
2019.0,São João do Triunfo,101.0,13.0,16.0,47.0,51.0,6.0,3.0,1.0,6.0,33.0
2020.0,São João do Triunfo,120.0,25.0,5.0,54.0,64.0,7.0,8.0,5.0,12.0,37.0
2021.0,São João do Triunfo,81.0,33.0,6.0,45.0,34.0,2.0,5.0,5.0,7.0,36.0
2022.0,São João do Triunfo,67.0,39.0,8.0,46.0,51.0,1.0,8.0,7.0,7.0,19.0
2023.0,São João do Triunfo,89.0,50.0,6.0,49.0,54.0,2.0,7.0,8.0,12.0,35.0
2018.0,São Manoel do Paraná,9.0,3.0,1.0,7.0,4.0,1.0,1.0,1.0,1.0,2.0
2019.0,São Manoel do Paraná,6.0,5.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,3.0
2020.0,São Manoel do Paraná,6.0,3.0,1.0,15.0,7.0,1.0,1.0,1.0,1.0,2.0
2021.0,São Manoel do Paraná,18.0,10.0,1.0,14.0,4.0,1.0,1.0,1.0,1.0,3.0
2022.0,São Manoel do Paraná,7.0,10.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0
2023.0,São Manoel do Paraná,5.0,9.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0
2018.0,São Mateus do Sul,475.0,135.0,22.0,391.0,191.0,65.0,16.0,47.0,73.0,90.0
2019.0,São Mateus do Sul,468.0,108.0,20.0,418.0,219.0,44.0,20.0,62.0,77.0,107.0
2020.0,São Mateus do Sul,342.0,263.0,18.0,351.0,173.0,39.0,8.0,73.0,94.0,68.0
2021.0,São Mateus do Sul,352.0,299.0,16.0,485.0,165.0,22.0,12.0,61.0,53.0,84.0
2022.0,São Mateus do Sul,371.0,345.0,14.0,444.0,185.0,48.0,19.0,44.0,33.0,70.0
2023.0,São Mateus do Sul,422.0,352.0,18.0,292.0,206.0,28.0,16.0,42.0,57.0,69.0
2018.0,São Miguel do Iguaçu,305.0,56.0,37.0,429.0,196.0,97.0,27.0,46.0,18.0,33.0
2019.0,São Miguel do Iguaçu,289.0,64.0,30.0,443.0,187.0,131.0,35.0,50.0,32.0,61.0
2020.0,São Miguel do Iguaçu,303.0,127.0,28.0,353.0,197.0,66.0,34.0,23.0,31.0,116.0
2021.0,São Miguel do Iguaçu,309.0,127.0,16.0,389.0,176.0,75.0,34.0,31.0,21.0,78.0
2022.0,São Miguel do Iguaçu,293.0,122.0,17.0,397.0,147.0,73.0,37.0,42.0,44.0,65.0
2023.0,São Miguel do Iguaçu,308.0,215.0,16.0,242.0,162.0,60.0,29.0,24.0,26.0,71.0
2018.0,São Pedro do Iguaçu,42.0,3.0,3.0,58.0,34.0,3.0,5.0,2.0,2.0,3.0
2019.0,São Pedro do Iguaçu,42.0,3.0,3.0,50.0,33.0,3.0,5.0,2.0,2.0,6.0
2020.0,São Pedro do Iguaçu,39.0,9.0,2.0,49.0,34.0,3.0,8.0,7.0,2.0,2.0
2021.0,São Pedro do Iguaçu,48.0,10.0,3.0,58.0,29.0,6.0,4.0,5.0,9.0,21.0
2022.0,São Pedro do Iguaçu,44.0,37.0,1.0,55.0,23.0,1.0,5.0,3.0,8.0,16.0
2023.0,São Pedro do Iguaçu,50.0,40.0,5.0,66.0,34.0,2.0,5.0,17.0,14.0,15.0
2018.0,São Pedro do Ivaí,107.0,11.0,1.0,129.0,52.0,18.0,10.0,12.0,14.0,16.0
2019.0,São Pedro do Ivaí,112.0,16.0,8.0,89.0,38.0,3.0,4.0,6.0,2.0,32.0
2020.0,São Pedro do Ivaí,99.0,30.0,7.0,51.0,58.0,4.0,2.0,10.0,2.0,19.0
2021.0,São Pedro do Ivaí,84.0,39.0,4.0,69.0,44.0,7.0,4.0,7.0,5.0,20.0
2022.0,São Pedro do Ivaí,90.0,38.0,9.0,69.0,49.0,10.0,1.0,5.0,3.0,11.0
2023.0,São Pedro do Ivaí,79.0,55.0,4.0,118.0,69.0,11.0,13.0,3.0,9.0,23.0
2018.0,São Pedro do Paraná,29.0,12.0,4.0,23.0,12.0,3.0,3.0,3.0,2.0,2.0
2019.0,São Pedro do Paraná,28.0,12.0,1.0,32.0,15.0,2.0,6.0,3.0,2.0,3.0
2020.0,São Pedro do Paraná,29.0,6.0,4.0,37.0,23.0,2.0,2.0,3.0,1.0,4.0
2021.0,São Pedro do Paraná,29.0,7.0,4.0,39.0,10.0,2.0,4.0,1.0,4.0,8.0
2022.0,São Pedro do Paraná,28.0,20.0,4.0,21.0,22.0,1.0,1.0,3.0,2.0,6.0
2023.0,São Pedro do Paraná,21.0,17.0,2.0,26.0,25.0,2.0,2.0,5.0,3.0,6.0
2018.0,São Sebastião da Amoreira,63.0,14.0,4.0,98.0,59.0,6.0,3.0,22.0,37.0,26.0
2019.0,São Sebastião da Amoreira,73.0,24.0,6.0,59.0,39.0,10.0,3.0,22.0,19.0,15.0
2020.0,São Sebastião da Amoreira,81.0,22.0,12.0,74.0,35.0,5.0,2.0,20.0,16.0,23.0
2021.0,São Sebastião da Amoreira,84.0,29.0,4.0,67.0,50.0,11.0,4.0,13.0,11.0,26.0
2022.0,São Sebastião da Amoreira,75.0,53.0,1.0,66.0,67.0,1.0,5.0,13.0,7.0,17.0
2023.0,São Sebastião da Amoreira,98.0,53.0,6.0,90.0,69.0,4.0,5.0,22.0,26.0,35.0
2018.0,São Tomé,35.0,5.0,3.0,66.0,38.0,6.0,5.0,1.0,12.0,6.0
2019.0,São Tomé,37.0,6.0,5.0,58.0,40.0,7.0,4.0,6.0,6.0,10.0
2020.0,São Tomé,60.0,16.0,6.0,48.0,32.0,3.0,4.0,9.0,2.0,10.0
2021.0,São Tomé,39.0,24.0,5.0,28.0,29.0,4.0,2.0,11.0,2.0,3.0
2022.0,São Tomé,42.0,27.0,6.0,30.0,32.0,2.0,1.0,8.0,1.0,6.0
2023.0,São Tomé,43.0,34.0,6.0,26.0,35.0,1.0,3.0,2.0,1.0,6.0
2018.0,Tamarana,52.0,11.0,9.0,117.0,48.0,46.0,4.0,3.0,1.0,2.0
2019.0,Tamarana,66.0,15.0,9.0,109.0,54.0,47.0,10.0,5.0,5.0,7.0
2020.0,Tamarana,51.0,13.0,4.0,97.0,43.0,17.0,10.0,2.0,2.0,8.0
2021.0,Tamarana,83.0,36.0,10.0,147.0,53.0,29.0,5.0,4.0,4.0,4.0
2022.0,Tamarana,57.0,59.0,5.0,100.0,71.0,24.0,9.0,3.0,3.0,8.0
2023.0,Tamarana,69.0,62.0,7.0,73.0,60.0,11.0,5.0,3.0,3.0,8.0
2018.0,Tamboara,53.0,7.0,2.0,48.0,34.0,4.0,1.0,4.0,5.0,10.0
2019.0,Tamboara,73.0,5.0,2.0,59.0,28.0,8.0,5.0,1.0,6.0,17.0
2020.0,Tamboara,35.0,12.0,3.0,72.0,21.0,9.0,10.0,4.0,4.0,18.0
2021.0,Tamboara,43.0,22.0,4.0,60.0,30.0,10.0,5.0,7.0,2.0,11.0
2022.0,Tamboara,38.0,19.0,4.0,50.0,31.0,5.0,5.0,5.0,4.0,13.0
2023.0,Tamboara,44.0,33.0,3.0,49.0,39.0,13.0,3.0,4.0,3.0,7.0
2018.0,Tapejara,85.0,13.0,6.0,207.0,94.0,34.0,18.0,16.0,14.0,12.0
2019.0,Tapejara,99.0,21.0,3.0,167.0,95.0,52.0,18.0,23.0,21.0,14.0
2020.0,Tapejara,93.0,33.0,3.0,133.0,62.0,22.0,2.0,13.0,20.0,12.0
2021.0,Tapejara,87.0,72.0,2.0,107.0,79.0,6.0,8.0,11.0,13.0,9.0
2022.0,Tapejara,94.0,97.0,8.0,103.0,69.0,8.0,7.0,8.0,16.0,11.0
2023.0,Tapejara,91.0,80.0,12.0,83.0,79.0,6.0,6.0,2.0,9.0,11.0
2018.0,Tapira,43.0,11.0,2.0,71.0,29.0,3.0,12.0,2.0,2.0,5.0
2019.0,Tapira,39.0,10.0,11.0,59.0,38.0,7.0,7.0,3.0,2.0,3.0
2020.0,Tapira,32.0,21.0,5.0,62.0,19.0,5.0,5.0,1.0,1.0,3.0
2021.0,Tapira,44.0,27.0,3.0,66.0,26.0,8.0,3.0,4.0,5.0,3.0
2022.0,Tapira,36.0,24.0,3.0,78.0,29.0,9.0,2.0,6.0,5.0,6.0
2023.0,Tapira,44.0,33.0,8.0,56.0,44.0,2.0,5.0,3.0,2.0,12.0
2018.0,Teixeira Soares,124.0,23.0,8.0,84.0,57.0,6.0,3.0,4.0,3.0,23.0
2019.0,Teixeira Soares,120.0,23.0,13.0,69.0,63.0,11.0,4.0,2.0,8.0,22.0
2020.0,Teixeira Soares,92.0,29.0,12.0,48.0,48.0,4.0,1.0,4.0,4.0,34.0
2021.0,Teixeira Soares,105.0,48.0,4.0,59.0,56.0,1.0,3.0,4.0,1.0,26.0
2022.0,Teixeira Soares,108.0,52.0,18.0,86.0,47.0,3.0,8.0,2.0,4.0,32.0
2023.0,Teixeira Soares,101.0,62.0,11.0,60.0,56.0,5.0,1.0,7.0,3.0,28.0
2018.0,Telêmaco Borba,595.0,128.0,67.0,942.0,430.0,552.0,100.0,73.0,79.0,99.0
2019.0,Telêmaco Borba,604.0,109.0,49.0,1.039,400.0,489.0,82.0,60.0,210.0,89.0
2020.0,Telêmaco Borba,501.0,325.0,54.0,824.0,403.0,439.0,52.0,80.0,107.0,113.0
2021.0,Telêmaco Borba,572.0,602.0,57.0,752.0,462.0,397.0,63.0,116.0,142.0,112.0
2022.0,Telêmaco Borba,597.0,830.0,40.0,582.0,364.0,240.0,42.0,54.0,59.0,99.0
2023.0,Telêmaco Borba,701.0,846.0,57.0,538.0,493.0,175.0,49.0,51.0,140.0,156.0
2018.0,Terra Boa,155.0,20.0,16.0,178.0,73.0,30.0,5.0,4.0,13.0,30.0
2019.0,Terra Boa,159.0,64.0,16.0,138.0,72.0,19.0,11.0,16.0,16.0,35.0
2020.0,Terra Boa,122.0,75.0,10.0,99.0,67.0,15.0,1.0,18.0,7.0,17.0
2021.0,Terra Boa,148.0,93.0,11.0,114.0,83.0,9.0,5.0,41.0,8.0,14.0
2022.0,Terra Boa,115.0,140.0,11.0,117.0,69.0,9.0,5.0,11.0,5.0,17.0
2023.0,Terra Boa,135.0,167.0,10.0,87.0,78.0,13.0,6.0,9.0,5.0,17.0
2018.0,Terra Rica,162.0,15.0,5.0,230.0,89.0,31.0,17.0,10.0,12.0,24.0
2019.0,Terra Rica,158.0,11.0,4.0,309.0,70.0,16.0,26.0,8.0,7.0,39.0
2020.0,Terra Rica,124.0,27.0,6.0,242.0,59.0,17.0,9.0,7.0,2.0,21.0
2021.0,Terra Rica,169.0,66.0,10.0,250.0,52.0,8.0,10.0,6.0,12.0,35.0
2022.0,Terra Rica,202.0,100.0,5.0,295.0,92.0,27.0,13.0,10.0,7.0,36.0
2023.0,Terra Rica,184.0,142.0,9.0,184.0,142.0,12.0,9.0,14.0,16.0,39.0
2018.0,Terra Roxa,137.0,37.0,10.0,213.0,78.0,105.0,60.0,10.0,31.0,33.0
2019.0,Terra Roxa,154.0,26.0,14.0,195.0,90.0,85.0,30.0,12.0,18.0,42.0
2020.0,Terra Roxa,137.0,44.0,11.0,153.0,95.0,47.0,25.0,9.0,21.0,18.0
2021.0,Terra Roxa,102.0,78.0,14.0,152.0,90.0,36.0,29.0,8.0,12.0,25.0
2022.0,Terra Roxa,103.0,104.0,12.0,171.0,107.0,38.0,21.0,7.0,16.0,28.0
2023.0,Terra Roxa,128.0,101.0,20.0,128.0,118.0,57.0,16.0,10.0,6.0,20.0
2018.0,Tibagi,216.0,24.0,15.0,188.0,149.0,45.0,17.0,27.0,23.0,69.0
2019.0,Tibagi,216.0,54.0,23.0,180.0,154.0,52.0,13.0,24.0,38.0,45.0
2020.0,Tibagi,171.0,50.0,19.0,191.0,126.0,47.0,15.0,12.0,12.0,40.0
2021.0,Tibagi,169.0,83.0,17.0,235.0,162.0,57.0,13.0,21.0,24.0,35.0
2022.0,Tibagi,175.0,120.0,15.0,215.0,129.0,31.0,15.0,16.0,12.0,31.0
2023.0,Tibagi,181.0,111.0,14.0,170.0,169.0,31.0,14.0,18.0,18.0,16.0
2018.0,Tijucas do Sul,216.0,29.0,14.0,230.0,126.0,47.0,12.0,6.0,28.0,65.0
2019.0,Tijucas do Sul,222.0,46.0,8.0,223.0,99.0,45.0,10.0,8.0,85.0,56.0
2020.0,Tijucas do Sul,188.0,86.0,5.0,198.0,95.0,22.0,7.0,7.0,64.0,48.0
2021.0,Tijucas do Sul,214.0,108.0,7.0,229.0,93.0,22.0,5.0,11.0,56.0,31.0
2022.0,Tijucas do Sul,229.0,127.0,19.0,285.0,101.0,27.0,9.0,11.0,101.0,86.0
2023.0,Tijucas do Sul,258.0,134.0,15.0,200.0,120.0,34.0,12.0,11.0,112.0,122.0
2018.0,Toledo,997.0,98.0,68.0,2.026,623.0,163.0,337.0,147.0,174.0,292.0
2019.0,Toledo,971.0,108.0,58.0,1.422,656.0,172.0,250.0,141.0,137.0,351.0
2020.0,Toledo,769.0,166.0,45.0,1.282,535.0,105.0,196.0,127.0,162.0,366.0
2021.0,Toledo,831.0,587.0,43.0,1.27,625.0,111.0,171.0,105.0,173.0,376.0
2022.0,Toledo,743.0,993.0,50.0,1.654,629.0,134.0,308.0,109.0,142.0,253.0
2023.0,Toledo,1.263,1.759,85.0,1.549,976.0,163.0,169.0,125.0,245.0,630.0
2018.0,Tomazina,75.0,5.0,5.0,52.0,45.0,4.0,3.0,4.0,7.0,25.0
2019.0,Tomazina,100.0,20.0,11.0,58.0,32.0,1.0,7.0,3.0,17.0,16.0
2020.0,Tomazina,65.0,17.0,2.0,40.0,32.0,8.0,3.0,8.0,7.0,20.0
2021.0,Tomazina,69.0,39.0,2.0,33.0,32.0,2.0,1.0,3.0,7.0,41.0
2022.0,Tomazina,65.0,39.0,2.0,38.0,30.0,3.0,2.0,3.0,2.0,17.0
2023.0,Tomazina,83.0,57.0,5.0,34.0,30.0,4.0,3.0,1.0,1.0,20.0
2018.0,Três Barras do Paraná,67.0,2.0,8.0,98.0,65.0,5.0,5.0,3.0,5.0,10.0
2019.0,Três Barras do Paraná,82.0,9.0,5.0,92.0,57.0,1.0,6.0,4.0,7.0,13.0
2020.0,Três Barras do Paraná,97.0,37.0,13.0,109.0,67.0,4.0,13.0,5.0,6.0,10.0
2021.0,Três Barras do Paraná,101.0,27.0,11.0,112.0,81.0,4.0,7.0,2.0,8.0,6.0
2022.0,Três Barras do Paraná,95.0,69.0,13.0,82.0,77.0,5.0,12.0,4.0,12.0,17.0
2023.0,Três Barras do Paraná,110.0,63.0,5.0,90.0,81.0,3.0,10.0,5.0,10.0,14.0
2018.0,Tunas do Paraná,90.0,15.0,12.0,123.0,75.0,9.0,3.0,2.0,2.0,7.0
2019.0,Tunas do Paraná,76.0,6.0,16.0,89.0,60.0,10.0,3.0,3.0,9.0,13.0
2020.0,Tunas do Paraná,61.0,14.0,10.0,110.0,45.0,8.0,3.0,2.0,3.0,3.0
2021.0,Tunas do Paraná,60.0,21.0,18.0,30.0,52.0,2.0,3.0,1.0,2.0,10.0
2022.0,Tunas do Paraná,75.0,26.0,10.0,26.0,49.0,1.0,1.0,2.0,2.0,13.0
2023.0,Tunas do Paraná,74.0,27.0,8.0,42.0,62.0,1.0,3.0,2.0,2.0,21.0
2018.0,Tuneiras do Oeste,53.0,4.0,6.0,105.0,55.0,11.0,8.0,6.0,19.0,29.0
2019.0,Tuneiras do Oeste,64.0,19.0,6.0,80.0,47.0,9.0,6.0,10.0,19.0,17.0
2020.0,Tuneiras do Oeste,55.0,11.0,8.0,70.0,38.0,1.0,6.0,9.0,11.0,12.0
2021.0,Tuneiras do Oeste,55.0,34.0,5.0,70.0,46.0,10.0,6.0,10.0,5.0,8.0
2022.0,Tuneiras do Oeste,57.0,39.0,2.0,62.0,44.0,13.0,5.0,10.0,9.0,13.0
2023.0,Tuneiras do Oeste,65.0,49.0,7.0,67.0,55.0,11.0,7.0,10.0,8.0,15.0
2018.0,Tupãssi,52.0,7.0,3.0,93.0,51.0,9.0,18.0,2.0,4.0,5.0
2019.0,Tupãssi,61.0,12.0,2.0,66.0,42.0,5.0,2.0,1.0,4.0,16.0
2020.0,Tupãssi,59.0,19.0,3.0,51.0,31.0,2.0,1.0,1.0,4.0,12.0
2021.0,Tupãssi,75.0,29.0,4.0,57.0,28.0,4.0,5.0,1.0,2.0,14.0
2022.0,Tupãssi,52.0,71.0,3.0,63.0,33.0,5.0,7.0,1.0,2.0,14.0
2023.0,Tupãssi,57.0,50.0,5.0,37.0,46.0,2.0,9.0,4.0,4.0,11.0
2018.0,Turvo,130.0,24.0,11.0,79.0,73.0,8.0,4.0,1.0,7.0,24.0
2019.0,Turvo,86.0,25.0,8.0,68.0,64.0,8.0,6.0,1.0,3.0,19.0
2020.0,Turvo,92.0,34.0,11.0,68.0,59.0,3.0,7.0,1.0,1.0,20.0
2021.0,Turvo,101.0,78.0,10.0,76.0,59.0,6.0,3.0,1.0,2.5,18.0
2022.0,Turvo,102.0,78.0,14.0,74.0,57.0,3.0,5.0,1.0,2.0,13.0
2023.0,Turvo,111.0,85.0,15.0,59.0,70.0,3.0,5.0,1.0,2.5,24.0
2018.0,Ubiratã,223.0,40.0,18.0,249.0,126.0,29.0,11.0,22.0,14.0,59.0
2019.0,Ubiratã,253.0,53.0,22.0,191.0,139.0,24.0,21.0,27.0,28.0,52.0
2020.0,Ubiratã,221.0,83.0,11.0,186.0,138.0,10.0,11.0,19.0,10.0,55.0
2021.0,Ubiratã,270.0,157.0,14.0,207.0,156.0,24.0,4.0,29.0,22.0,106.0
2022.0,Ubiratã,288.0,238.0,16.0,276.0,186.0,16.0,12.0,13.0,11.0,118.0
2023.0,Ubiratã,269.0,263.0,22.0,180.0,175.0,15.0,16.0,11.0,29.0,103.0
2018.0,Umuarama,995.0,364.0,47.0,1.317,603.0,168.0,148.0,262.0,160.0,200.0
2019.0,Umuarama,949.0,528.0,49.0,1.17,622.0,124.0,142.0,263.0,185.0,264.0
2020.0,Umuarama,779.0,834.0,39.0,952.0,577.0,137.0,73.0,320.0,95.0,195.0
2021.0,Umuarama,779.0,1.248,48.0,1.198,573.0,147.0,76.0,174.0,84.0,172.0
2022.0,Umuarama,813.0,1.605,49.0,1.344,626.0,157.0,123.0,152.0,88.0,140.0
2023.0,Umuarama,972.0,1.413,39.0,1.222,782.0,74.0,114.0,143.0,103.0,195.0
2018.0,Uniflor,30.0,1.0,1.0,19.0,14.0,5.0,4.0,2.0,1.0,5.0
2019.0,Uniflor,20.0,4.0,1.0,18.0,18.0,1.0,1.0,1.0,1.0,2.0
2020.0,Uniflor,19.0,6.0,1.0,18.0,12.0,4.0,2.0,2.0,1.0,5.0
2021.0,Uniflor,25.0,10.0,1.0,33.0,5.0,2.0,1.0,2.0,1.0,5.0
2022.0,Uniflor,18.0,12.0,1.0,36.0,11.0,5.0,1.0,1.0,1.0,6.0
2023.0,Uniflor,34.0,10.0,1.0,35.0,12.0,4.0,1.0,2.0,1.0,4.0
2018.0,União da Vitória,1.007,82.0,63.0,1.029,704.0,137.0,23.0,70.0,217.0,245.0
2019.0,União da Vitória,829.0,145.0,39.0,1.085,674.0,124.0,30.0,85.0,150.0,186.0
2020.0,União da Vitória,735.0,221.0,37.0,751.0,559.0,91.0,19.0,98.0,109.0,218.0
2021.0,União da Vitória,778.0,369.0,34.0,805.0,538.0,85.0,16.0,99.0,81.0,306.0
2022.0,União da Vitória,798.0,503.0,40.0,837.0,567.0,86.0,29.0,81.0,92.0,453.0
2023.0,União da Vitória,857.0,583.0,46.0,741.0,500.0,89.0,16.0,98.0,232.0,422.0
2018.0,Uraí,110.0,21.0,5.0,104.0,48.0,8.0,6.0,13.0,9.0,41.0
2019.0,Uraí,113.0,24.0,8.0,75.0,48.0,8.0,3.0,9.0,14.0,36.0
2020.0,Uraí,99.0,41.0,4.0,93.0,55.0,5.0,1.0,21.0,26.0,42.0
2021.0,Uraí,103.0,76.0,1.0,89.0,61.0,7.0,3.0,13.0,19.0,36.0
2022.0,Uraí,101.0,97.0,1.0,83.0,31.0,2.0,4.0,11.0,20.0,31.0
2023.0,Uraí,113.0,86.0,2.0,86.0,53.0,6.0,5.0,8.0,11.0,73.0
2018.0,Ventania,67.0,10.0,2.0,121.0,78.0,13.0,4.0,7.0,5.0,17.0
2019.0,Ventania,102.0,5.0,9.0,114.0,87.0,18.0,9.0,6.0,5.0,8.0
2020.0,Ventania,66.0,32.0,6.0,112.0,68.0,21.0,9.0,4.0,8.0,29.0
2021.0,Ventania,64.0,37.0,2.0,88.0,79.0,20.0,8.0,2.0,4.0,12.0
2022.0,Ventania,74.0,37.0,7.0,64.0,74.0,17.0,6.0,4.0,5.0,14.0
2023.0,Ventania,95.0,53.0,3.0,82.0,58.0,20.0,5.0,1.0,8.0,12.0
